CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,CITY,STATE,CUSTOMER_SEGMENT,RECENCY_DAYS,FREQUENCY,MONETARY_VALUE,FIRST_ORDER_DATE,LAST_ORDER_DATE,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,RFM_TOTAL_SCORE,CLUSTER_ID,SEGMENT_NAME
C008664,Ashlee,Porter,qlopez@example.net,Jaipur,Rajasthan,Regular,2,6,488898.55,2025-09-15 07:26:44.140041,2026-08-11 15:56:17.085770,5,1,1,511,7,0,Loyal Customers
C009167,Shannon,Miller,jeffreyestrada@example.com,Bangalore,Karnataka,Regular,63,10,626177.8,2025-08-27 21:56:13.845738,2026-06-11 09:01:54.373143,1,3,2,132,6,1,At Risk
C006561,Natalie,Brown,christine92@example.net,Bhubaneswar,Odisha,Regular,9,9,669895.5,2025-09-20 12:27:07.360273,2026-08-04 01:12:09.547295,4,2,2,422,8,0,Loyal Customers
C006865,Sara,Mcdonald,joneal@example.net,Bhubaneswar,Odisha,Regular,74,7,424289.15,2025-08-26 22:01:19.704797,2026-05-31 09:31:42.007020,1,1,1,111,3,2,At Risk
C006493,Jacqueline,Brown,turnerroger@example.net,Lucknow,Uttar Pradesh,Regular,15,15,649111.85,2025-12-03 03:11:11.442714,2026-07-29 17:34:05.432454,4,5,2,452,11,3,Loyal Customers
C007540,Kristi,Randolph,katelynsalazar@example.org,Chennai,Tamil Nadu,Premium,39,13,925722.65,2025-11-25 17:26:39.603996,2026-07-05 05:51:14.034740,2,5,4,254,11,3,Loyal Customers
C009439,Mark,Green,kathyparks@example.org,Lucknow,Uttar Pradesh,Budget,12,9,550169.9,2025-09-29 05:43:49.934299,2026-08-01 06:58:35.003150,4,2,2,422,8,0,Loyal Customers
C000450,Amy,Clark,barbara56@example.com,Lucknow,Uttar Pradesh,Regular,28,16,1378250.35,2025-10-05 06:16:19.137791,2026-07-16 02:43:45.506255,3,5,5,355,13,3,Loyal Customers
C000185,Richard,Hill,tracyhoffman@example.com,Pune,Maharashtra,Regular,31,12,708466.2,2025-09-23 14:44:15.314553,2026-07-13 05:15:42.525425,3,4,3,343,10,1,At Risk
C001084,Shawn,Rodgers,michelle05@example.org,Pune,Maharashtra,Budget,60,10,851651.0,2025-10-01 21:09:12.857528,2026-06-14 12:22:06.685266,1,3,3,133,7,1,At Risk
C000454,Jonathon,James,nicoleweaver@example.org,Bhubaneswar,Odisha,Regular,44,8,508988.95,2025-09-08 17:24:49.010890,2026-06-30 23:05:53.055530,2,2,1,221,5,1,At Risk
C004500,Nicholas,Juarez,leah96@example.com,Kolkata,West Bengal,Budget,8,10,630718.3,2025-08-13 21:43:30.062100,2026-08-05 05:35:07.209072,5,3,2,532,10,0,Loyal Customers
C006207,Antonio,Gallegos,frankjackson@example.org,Bhubaneswar,Odisha,Regular,11,7,622205.0,2025-12-25 17:10:23.274232,2026-08-02 14:14:59.648996,4,1,2,412,7,0,Loyal Customers
C004669,David,Smith,schwartzjack@example.net,Pune,Maharashtra,Regular,7,13,1225178.55,2025-08-29 17:33:44.696246,2026-08-06 23:53:47.612276,5,5,5,555,15,3,Loyal Customers
C002472,Michael,Banks,mcdanielfrances@example.org,Mumbai,Maharashtra,Regular,7,13,1262908.7,2025-09-30 23:41:28.884888,2026-08-06 14:26:08.391683,5,5,5,555,15,3,Loyal Customers
C009695,Gina,Hill,brookswilliam@example.net,Chennai,Tamil Nadu,Regular,17,10,701429.75,2025-09-06 08:02:06.145261,2026-07-27 04:56:54.130141,4,3,3,433,10,1,At Risk
C004259,Sarah,Hoffman,eric34@example.com,Hyderabad,Telangana,Regular,54,14,1083884.1,2025-08-24 03:05:42.255422,2026-06-20 00:22:58.957789,2,5,5,255,12,3,Loyal Customers
C000786,Mary,Morrow,christopherhicks@example.net,Lucknow,Uttar Pradesh,Regular,55,15,1240524.1,2025-08-23 19:02:08.845288,2026-06-19 05:32:55.879758,2,5,5,255,12,3,Loyal Customers
C000439,Stephen,Cervantes,anna53@example.com,Hyderabad,Telangana,Regular,5,5,441326.85,2025-12-16 19:30:52.542525,2026-08-08 13:07:36.952569,5,1,1,511,7,2,At Risk
C003701,Amanda,Warren,wilsontiffany@example.org,Mumbai,Maharashtra,Budget,42,10,606372.95,2025-08-27 10:53:58.088380,2026-07-02 01:48:58.817388,2,3,2,232,7,1,At Risk
C006461,Courtney,Gonzalez,vasquezjonathan@example.org,Pune,Maharashtra,Budget,26,15,1060666.8,2025-08-27 16:19:50.603906,2026-07-18 00:53:41.888218,3,5,4,354,12,3,Loyal Customers
C009200,Gregory,Gonzalez,jeffrey18@example.net,Chennai,Tamil Nadu,Regular,30,7,440347.3,2025-10-26 05:11:19.002790,2026-07-14 13:56:12.981729,3,1,1,311,5,2,At Risk
C007670,Isabella,Sullivan,imyers@example.net,Bangalore,Karnataka,Budget,1,15,1102924.1,2025-09-01 16:36:24.213842,2026-08-12 10:46:20.163801,5,5,5,555,15,0,Loyal Customers
C004505,John,Moore,lutzstacy@example.net,Bhubaneswar,Odisha,Budget,29,10,772307.65,2025-10-22 12:53:12.943929,2026-07-15 15:41:29.748897,3,3,3,333,9,1,At Risk
C002249,Bryan,Mccarthy,sean60@example.com,Mumbai,Maharashtra,Regular,77,14,840674.65,2025-09-05 18:37:55.582755,2026-05-28 10:55:19.305193,1,5,3,153,9,1,At Risk
C008783,Jasmine,Daniel,warrenkrista@example.com,Kolkata,West Bengal,Regular,27,10,772724.35,2025-08-18 15:31:06.798667,2026-07-17 14:43:59.762397,3,3,3,333,9,1,At Risk
C009899,Daniel,Buchanan,jessica92@example.net,Bhubaneswar,Odisha,Regular,108,9,808631.9,2025-09-01 04:46:50.188101,2026-04-27 07:41:11.604716,1,2,3,123,6,1,At Risk
C005515,Christopher,Watson,cynthiaward@example.net,Chennai,Tamil Nadu,Regular,155,5,234611.95,2025-11-17 19:00:00.108001,2026-03-11 09:55:39.717397,1,1,1,111,3,2,At Risk
C007015,Brianna,Johnson,ogarza@example.com,Lucknow,Uttar Pradesh,Regular,43,9,431343.05,2025-08-18 20:35:57.861578,2026-07-01 04:58:02.386823,2,2,1,221,5,1,At Risk
C000668,Jeremiah,Cortez,gbutler@example.com,Bangalore,Karnataka,Regular,16,12,1227963.65,2025-08-15 07:06:03.423634,2026-07-28 14:14:12.128521,4,4,5,445,13,3,Loyal Customers
C007589,David,Young,chasethomas@example.com,Jaipur,Rajasthan,Premium,56,6,361371.4,2025-10-02 05:18:01.630816,2026-06-18 20:57:50.290702,2,1,1,211,4,2,At Risk
C007967,Patrick,Evans,nashjames@example.net,Chennai,Tamil Nadu,Budget,13,13,1443158.95,2025-09-01 21:46:30.639906,2026-07-31 21:04:38.966789,4,5,5,455,14,3,Loyal Customers
C001131,Jacqueline,Burgess,goodmancourtney@example.org,Delhi,Delhi,Regular,134,5,643150.45,2025-08-23 12:38:27.335073,2026-04-01 12:47:10.924309,1,1,2,112,4,2,At Risk
C009352,Michelle,Ortiz,hoffmanlinda@example.org,Pune,Maharashtra,Budget,30,7,470715.7,2025-09-10 02:00:04.104041,2026-07-14 10:46:59.908199,3,1,1,311,5,2,At Risk
C004643,Alexander,Peterson,patrickacevedo@example.org,Bhubaneswar,Odisha,Premium,4,12,1192226.4,2025-08-14 02:01:02.856628,2026-08-09 21:32:21.319413,5,4,5,545,14,0,Loyal Customers
C001454,Sarah,Camacho,rrivas@example.net,Kolkata,West Bengal,Regular,35,9,406234.6,2025-12-24 08:14:06.728467,2026-07-09 18:49:45.797857,2,2,1,221,5,1,At Risk
C001633,Jessica,Clayton,smithmichael@example.org,Hyderabad,Telangana,Budget,33,7,497262.05,2025-10-26 12:32:49.507695,2026-07-11 05:25:54.243542,3,1,1,311,5,2,At Risk
C002405,Christopher,Henson,msanders@example.org,Pune,Maharashtra,Budget,6,14,1220043.95,2025-11-16 20:50:13.230132,2026-08-07 14:57:50.074700,5,5,5,555,15,3,Loyal Customers
C002131,Renee,Andersen,lopeztanya@example.org,Chennai,Tamil Nadu,Regular,67,11,1244085.2,2025-08-24 09:08:22.313023,2026-06-07 22:30:42.282422,1,4,5,145,10,3,Loyal Customers
C006203,Patrick,Hanson,garcialindsay@example.org,Delhi,Delhi,Regular,114,8,853295.4,2025-11-06 03:54:13.100531,2026-04-21 14:40:43.632436,1,2,3,123,6,1,At Risk
C001940,Anthony,Jones,haneyjoshua@example.org,Mumbai,Maharashtra,Premium,5,10,675986.05,2025-08-19 09:07:34.792547,2026-08-08 23:17:19.078390,5,3,2,532,10,0,Loyal Customers
C004622,Laura,Gardner,jorgelucas@example.net,Chennai,Tamil Nadu,Regular,59,10,639512.65,2025-08-15 22:04:50.522905,2026-06-15 11:24:27.194671,2,3,2,232,7,1,At Risk
C008006,Miranda,Mullins,gbarnes@example.com,Hyderabad,Telangana,Budget,20,9,872411.75,2025-09-12 09:37:39.706597,2026-07-24 21:50:50.706507,3,2,4,324,9,1,At Risk
C005599,Cheyenne,Nguyen,alexis80@example.org,Mumbai,Maharashtra,Premium,33,5,282250.7,2026-03-08 19:17:35.062550,2026-07-11 11:28:34.301143,3,1,1,311,5,2,At Risk
C000816,Jesus,Stewart,shannon33@example.org,Bangalore,Karnataka,Regular,4,19,1914478.7,2025-09-04 06:32:25.963459,2026-08-09 02:16:01.425614,5,5,5,555,15,3,Loyal Customers
C001281,Cameron,Rhodes,houstonlaura@example.com,Bangalore,Karnataka,Regular,39,11,867946.65,2025-11-19 08:19:04.811448,2026-07-05 01:59:58.055980,2,4,4,244,10,1,At Risk
C001799,John,Ray,cody07@example.net,Jaipur,Rajasthan,Regular,34,9,1252130.9,2025-08-19 22:52:46.807668,2026-07-10 23:54:46.364863,3,2,5,325,10,1,At Risk
C008234,Tina,Hernandez,halebrent@example.org,Hyderabad,Telangana,Regular,12,8,874861.15,2025-10-12 20:18:23.771037,2026-08-01 18:42:53.665736,4,2,4,424,10,0,Loyal Customers
C004826,Michael,Wilson,peterwagner@example.com,Chennai,Tamil Nadu,Regular,49,9,399937.05,2025-09-04 02:41:09.984699,2026-06-25 19:13:49.556295,2,2,1,221,5,1,At Risk
C008908,Monica,Singleton,nathanbeard@example.net,Mumbai,Maharashtra,Budget,10,9,801331.9,2025-08-18 22:10:34.398343,2026-08-03 00:14:11.048510,4,2,3,423,9,0,Loyal Customers
C001353,Tammy,Green,deniseclark@example.net,Bangalore,Karnataka,Budget,24,11,853459.35,2025-09-30 07:23:51.338313,2026-07-20 18:25:13.527135,3,4,3,343,10,1,At Risk
C000861,Monique,Valenzuela,shawnrogers@example.org,Hyderabad,Telangana,Regular,19,13,1064088.95,2025-08-13 00:05:15.363153,2026-07-25 14:03:12.889928,4,5,4,454,13,3,Loyal Customers
C002113,Albert,Abbott,victoria16@example.org,Kolkata,West Bengal,Regular,65,12,691853.6,2025-10-16 15:24:41.450814,2026-06-09 09:01:35.364953,1,4,3,143,8,1,At Risk
C006194,Tracy,Beard,stephanie63@example.net,Pune,Maharashtra,Regular,4,9,889021.5,2025-10-04 18:26:45.112051,2026-08-09 00:20:23.436234,5,2,4,524,11,0,Loyal Customers
C006804,Troy,Griffith,zfreeman@example.org,Delhi,Delhi,Budget,32,8,666757.8,2025-12-22 21:01:10.740707,2026-07-12 23:13:02.467824,3,2,2,322,7,1,At Risk
C004243,Zachary,Williams,martintracy@example.net,Pune,Maharashtra,Regular,10,13,750534.5,2025-08-17 03:09:51.089910,2026-08-03 14:25:39.879398,4,5,3,453,12,0,Loyal Customers
C000660,Edward,Harris,samuelchavez@example.net,Delhi,Delhi,Regular,48,10,934333.3,2025-08-13 18:29:01.625416,2026-06-26 05:23:31.682116,2,3,4,234,9,1,At Risk
C001528,Jorge,Lewis,rogersrobert@example.net,Chennai,Tamil Nadu,Regular,35,9,956804.05,2025-10-25 05:26:55.588155,2026-07-09 00:04:58.082980,2,2,4,224,8,1,At Risk
C000849,Jennifer,Lopez,anthonyjohnston@example.net,Chennai,Tamil Nadu,Budget,48,13,1080864.7,2025-09-05 18:43:10.945909,2026-06-26 01:32:15.703357,2,5,5,255,12,3,Loyal Customers
C009460,Richard,Le,michelle39@example.org,Pune,Maharashtra,Regular,42,11,970693.25,2025-10-21 01:19:15.503555,2026-07-02 06:27:33.064530,2,4,4,244,10,1,At Risk
C006257,Joseph,Huber,brian25@example.com,Delhi,Delhi,Regular,17,12,1321007.4,2025-08-21 16:24:08.942489,2026-07-27 14:08:47.261272,4,4,5,445,13,3,Loyal Customers
C003450,Daniel,Welch,sheila75@example.org,Chennai,Tamil Nadu,Regular,1,9,841416.25,2025-10-07 07:56:30.045900,2026-08-12 16:33:14.131941,5,2,3,523,10,0,Loyal Customers
C009729,Lisa,Harris,randrade@example.org,Bhubaneswar,Odisha,Regular,1,5,489167.5,2026-02-12 15:59:18.527585,2026-08-12 20:29:45.473854,5,1,1,511,7,0,Loyal Customers
C000449,Maria,Grant,archerjames@example.net,Kolkata,West Bengal,Regular,87,16,1315351.65,2025-08-21 10:37:14.974349,2026-05-18 03:05:56.943569,1,5,5,155,11,3,Loyal Customers
C006053,Anthony,Robertson,aliciamcfarland@example.org,Mumbai,Maharashtra,Regular,69,11,420639.9,2025-08-19 07:59:15.071550,2026-06-05 11:54:24.332643,1,4,1,141,6,1,At Risk
C009245,Laura,Brown,nicoleclark@example.org,Lucknow,Uttar Pradesh,Premium,30,18,1993941.45,2025-09-07 16:11:04.422644,2026-07-14 11:44:48.902889,3,5,5,355,13,3,Loyal Customers
C000209,Nicholas,Jones,harriswilliam@example.net,Jaipur,Rajasthan,Regular,25,11,924074.3,2025-10-30 10:37:49.534695,2026-07-19 10:00:29.160291,3,4,4,344,11,3,Loyal Customers
C009367,William,Robinson,zimmermanernest@example.com,Hyderabad,Telangana,Budget,63,8,343189.25,2026-02-02 23:40:15.444154,2026-06-11 00:42:34.873548,1,2,1,121,4,2,At Risk
C005684,David,Grant,kathrynhamilton@example.org,Lucknow,Uttar Pradesh,Premium,91,4,262945.3,2026-02-08 15:32:23.695436,2026-05-14 21:08:03.736837,1,1,1,111,3,2,At Risk
C003543,Alejandra,Spencer,loriprince@example.org,Bangalore,Karnataka,Premium,9,10,879371.95,2025-09-16 04:33:26.660066,2026-08-04 12:45:57.483574,4,3,4,434,11,0,Loyal Customers
C000225,Brian,Ruiz,fyoder@example.org,Hyderabad,Telangana,Regular,40,16,1716056.0,2025-08-16 04:49:33.485734,2026-07-04 14:36:40.846008,2,5,5,255,12,3,Loyal Customers
C002716,Joy,Williams,shawdenise@example.org,Chennai,Tamil Nadu,Budget,39,7,426723.95,2025-11-16 04:48:21.773017,2026-07-05 05:45:58.671586,2,1,1,211,4,2,At Risk
C003656,Alexander,Young,tapiasamuel@example.org,Lucknow,Uttar Pradesh,Budget,76,12,792952.6,2025-08-24 08:36:50.134101,2026-05-29 15:23:32.330123,1,4,3,143,8,1,At Risk
C005640,Tanya,Jackson,perkinsdeborah@example.net,Jaipur,Rajasthan,Regular,1,9,549432.95,2025-09-27 13:52:19.699396,2026-08-12 03:09:03.569435,5,2,2,522,9,0,Loyal Customers
C005921,Michael,West,bjones@example.com,Jaipur,Rajasthan,Premium,38,9,708984.05,2025-09-11 14:05:33.723337,2026-07-06 01:49:36.833768,2,2,3,223,7,1,At Risk
C001152,Christine,Joseph,juliecollins@example.com,Mumbai,Maharashtra,Budget,48,8,691485.7,2025-08-26 03:58:34.895148,2026-06-26 09:51:35.202952,2,2,3,223,7,1,At Risk
C007445,Matthew,Torres,james71@example.net,Kolkata,West Bengal,Regular,35,14,656922.15,2025-09-20 04:39:20.039600,2026-07-09 23:17:49.318693,2,5,2,252,9,3,Loyal Customers
C007108,Janice,Jones,nwarner@example.com,Kolkata,West Bengal,Regular,19,6,397024.15,2025-11-14 16:27:06.064260,2026-07-25 14:50:31.158311,4,1,1,411,6,2,At Risk
C007488,Jason,Ferguson,nsharp@example.org,Bangalore,Karnataka,Premium,14,9,766536.1,2025-09-23 07:49:01.625416,2026-07-30 01:06:06.663666,4,2,3,423,9,0,Loyal Customers
C000958,Amanda,Parker,kochwalter@example.org,Delhi,Delhi,Regular,21,12,1167335.75,2025-09-13 00:52:12.895328,2026-07-23 23:25:17.739177,3,4,5,345,12,3,Loyal Customers
C003885,Steven,Sullivan,lbrown@example.net,Bhubaneswar,Odisha,Regular,11,15,1237051.05,2025-11-04 09:25:01.971019,2026-08-02 07:56:33.501935,4,5,5,455,14,3,Loyal Customers
C006756,Tara,Franklin,hernandezcheryl@example.com,Hyderabad,Telangana,Premium,18,9,571367.2,2025-09-10 14:00:08.856088,2026-07-26 07:29:10.157501,4,2,2,422,8,1,At Risk
C009018,Sarah,Johnson,lhess@example.org,Lucknow,Uttar Pradesh,Regular,20,12,937594.55,2025-08-18 07:01:16.572765,2026-07-24 21:08:47.801278,3,4,4,344,11,3,Loyal Customers
C007722,Stephanie,Jones,miareeves@example.org,Chennai,Tamil Nadu,Premium,189,5,541996.4,2025-08-13 10:46:29.667896,2026-02-05 20:21:00.156601,1,1,2,112,4,2,At Risk
C005633,Jeffrey,Lloyd,callahananna@example.net,Lucknow,Uttar Pradesh,Budget,2,10,670935.35,2025-09-29 14:34:41.612816,2026-08-11 03:29:55.517955,5,3,2,532,10,0,Loyal Customers
C008871,Bianca,Murphy,david06@example.org,Bangalore,Karnataka,Regular,10,14,1308945.05,2025-10-25 15:57:39.166591,2026-08-03 22:02:56.473764,4,5,5,455,14,3,Loyal Customers
C005287,Cassandra,Morgan,marilyn46@example.com,Mumbai,Maharashtra,Regular,36,8,774796.0,2025-12-22 13:39:40.235802,2026-07-08 20:18:57.467374,2,2,3,223,7,1,At Risk
C003921,Amy,Lee,xsimpson@example.com,Bangalore,Karnataka,Regular,21,12,1034334.8,2025-08-21 18:51:19.110791,2026-07-23 08:15:59.913599,3,4,4,344,11,3,Loyal Customers
C000595,Matthew,Hart,erinirwin@example.com,Chennai,Tamil Nadu,Regular,6,16,1577202.05,2025-09-17 23:44:40.694806,2026-08-07 13:33:44.264242,5,5,5,555,15,3,Loyal Customers
C004881,Roberto,Williams,kevindiaz@example.com,Lucknow,Uttar Pradesh,Regular,38,12,1025860.65,2025-10-05 09:41:18.300783,2026-07-06 07:04:58.622986,2,4,4,244,10,3,Loyal Customers
C005954,Angela,Martinez,cobbmelinda@example.org,Pune,Maharashtra,Regular,12,10,678343.35,2025-08-30 21:25:10.179101,2026-08-01 01:48:28.577085,4,3,2,432,9,0,Loyal Customers
C009285,Samuel,Gould,brandyhunter@example.net,Bangalore,Karnataka,Premium,19,7,763621.75,2025-09-09 10:24:29.462694,2026-07-25 04:09:16.853568,4,1,3,413,8,1,At Risk
C004787,Dillon,Gonzalez,theodore65@example.com,Jaipur,Rajasthan,Regular,60,14,1117270.05,2025-09-22 01:09:24.521645,2026-06-14 23:34:53.168931,1,5,5,155,11,3,Loyal Customers
C005278,Jennifer,Bates,mparks@example.org,Kolkata,West Bengal,Regular,46,11,822201.4,2025-10-12 00:14:45.608856,2026-06-28 00:08:28.901089,2,4,3,243,9,1,At Risk
C005276,Charles,Jacobs,michelle20@example.net,Hyderabad,Telangana,Regular,2,9,585460.8,2025-08-31 23:31:28.398883,2026-08-11 16:22:33.901539,5,2,2,522,9,0,Loyal Customers
C000796,Kristy,Johnson,dknight@example.net,Bangalore,Karnataka,Budget,2,9,433366.6,2025-11-14 13:49:25.169651,2026-08-11 10:30:24.570245,5,2,1,521,8,0,Loyal Customers
C000368,Jeanne,Gilbert,kylehenderson@example.com,Pune,Maharashtra,Regular,10,9,627987.45,2025-11-06 10:23:09.973899,2026-08-03 09:31:19.542795,4,2,2,422,8,0,Loyal Customers
C004017,Brianna,Smith,mooresteve@example.com,Bangalore,Karnataka,Budget,14,11,929940.05,2025-09-05 15:18:11.782917,2026-07-30 07:50:49.626496,4,4,4,444,12,3,Loyal Customers
C005060,Juan,Wall,benitezheather@example.com,Lucknow,Uttar Pradesh,Regular,136,10,722017.95,2025-08-27 02:18:52.499324,2026-03-30 20:24:08.510485,1,3,3,133,7,1,At Risk
C004586,Jason,Miller,robertssusan@example.net,Chennai,Tamil Nadu,Premium,19,9,454916.1,2025-08-19 10:21:09.876698,2026-07-25 18:47:02.500225,4,2,1,421,7,1,At Risk
C001461,Michael,Bautista,jesus72@example.net,Mumbai,Maharashtra,Regular,71,16,1169406.85,2025-08-15 11:39:22.307623,2026-06-03 10:35:14.877148,1,5,5,155,11,3,Loyal Customers
C002353,Timothy,Allen,sphillips@example.com,Jaipur,Rajasthan,Regular,10,12,1400583.75,2025-08-23 20:05:13.203132,2026-08-03 03:33:54.848348,4,4,5,445,13,3,Loyal Customers
C005859,Eric,Maynard,cynthia65@example.net,Bhubaneswar,Odisha,Budget,26,10,721941.3,2025-09-29 22:22:28.933489,2026-07-18 00:48:26.525065,3,3,3,333,9,1,At Risk
C009539,Robin,Mcintyre,ydennis@example.com,Delhi,Delhi,Budget,1,7,337058.2,2026-02-17 03:33:44.480244,2026-08-12 16:22:43.405634,5,1,1,511,7,0,Loyal Customers
C007909,Jake,Boyd,mcarroll@example.org,Hyderabad,Telangana,Budget,32,9,580734.6,2025-10-28 16:13:53.768337,2026-07-12 04:17:44.026640,3,2,2,322,7,1,At Risk
C001241,Brian,Dennis,jasminesullivan@example.org,Mumbai,Maharashtra,Budget,4,11,1092234.8,2025-08-17 12:11:13.494734,2026-08-09 08:55:29.025290,5,4,5,545,14,0,Loyal Customers
C000941,Makayla,Fisher,justinhughes@example.net,Mumbai,Maharashtra,Premium,71,7,248379.3,2025-09-08 16:32:15.379353,2026-06-03 00:20:17.388173,1,1,1,111,3,2,At Risk
C004058,Melissa,King,bryan25@example.net,Bangalore,Karnataka,Regular,77,5,409193.0,2025-10-27 17:37:50.074700,2026-05-28 07:04:03.326433,1,1,1,111,3,2,At Risk
C001159,Kari,Smith,williamspamela@example.net,Hyderabad,Telangana,Premium,31,10,722902.4,2025-10-18 10:41:10.848708,2026-07-13 03:25:19.899198,3,3,3,333,9,1,At Risk
C007449,Megan,Carlson,thomassutton@example.com,Chennai,Tamil Nadu,Regular,23,8,580110.4,2025-09-05 04:21:11.388713,2026-07-21 00:01:36.768967,3,2,2,322,7,1,At Risk
C007787,Miguel,Davis,jamesthompson@example.net,Bhubaneswar,Odisha,Regular,65,8,830302.8,2025-08-26 22:11:50.431104,2026-06-09 03:04:10.670506,1,2,3,123,6,1,At Risk
C001939,Sarah,Gibson,trodriguez@example.com,Delhi,Delhi,Regular,107,6,369834.45,2025-08-22 01:15:00.621006,2026-04-28 11:01:04.908649,1,1,1,111,3,2,At Risk
C009338,Anthony,Franklin,thompsonveronica@example.net,Pune,Maharashtra,Regular,65,11,943531.75,2025-08-15 07:16:34.149941,2026-06-09 12:37:05.254252,1,4,4,144,9,1,At Risk
C001947,Victoria,Vance,cardenasjessica@example.com,Bhubaneswar,Odisha,Budget,11,17,1074822.8,2025-08-24 01:52:07.171271,2026-08-02 10:50:00.486004,4,5,5,455,14,3,Loyal Customers
C009209,Sara,Cook,emily64@example.org,Lucknow,Uttar Pradesh,Budget,12,16,1068634.05,2025-08-13 20:45:41.067410,2026-08-01 14:20:05.508055,4,5,4,454,13,3,Loyal Customers
C006699,Mckenzie,Rice,ramseycarolyn@example.net,Pune,Maharashtra,Budget,22,11,1190552.15,2025-10-25 23:34:55.760957,2026-07-22 21:50:31.698316,3,4,5,345,12,3,Loyal Customers
C006101,Teresa,Alexander,andersonjason@example.org,Hyderabad,Telangana,Regular,11,11,947310.45,2025-08-29 19:55:39.501395,2026-08-02 23:21:37.416974,4,4,4,444,12,3,Loyal Customers
C000630,Jenny,Haney,elindsey@example.net,Mumbai,Maharashtra,Regular,56,11,664901.05,2025-08-19 06:35:09.261092,2026-06-18 11:35:26.433264,2,4,2,242,8,1,At Risk
C002092,Tammy,Ramos,donna22@example.org,Lucknow,Uttar Pradesh,Premium,14,11,727941.15,2025-09-28 12:54:40.208802,2026-07-30 20:38:12.646926,4,4,3,443,11,0,Loyal Customers
C005044,Amanda,Miranda,fcalhoun@example.org,Pune,Maharashtra,Premium,7,17,1451918.25,2025-08-18 11:18:49.367293,2026-08-06 10:50:38.502385,5,5,5,555,15,3,Loyal Customers
C000097,Wendy,Spence,christopher96@example.org,Delhi,Delhi,Regular,68,10,768254.25,2025-09-15 19:26:48.892088,2026-06-06 23:28:21.773017,1,3,3,133,7,1,At Risk
C007005,Corey,Vasquez,anthonymendez@example.org,Bangalore,Karnataka,Regular,16,16,1367747.75,2025-08-14 12:42:17.161371,2026-07-28 16:20:20.844208,4,5,5,455,14,3,Loyal Customers
C000916,Michael,Fisher,rodriguezmartin@example.com,Delhi,Delhi,Budget,20,12,888451.55,2025-10-13 02:42:05.281252,2026-07-24 05:54:14.612546,3,4,4,344,11,3,Loyal Customers
C001083,Matthew,Johnson,monicadaniel@example.net,Kolkata,West Bengal,Regular,87,9,663838.65,2025-09-28 22:53:51.608316,2026-05-18 16:45:53.595535,1,2,2,122,5,1,At Risk
C001049,Sonia,Nichols,hmiller@example.com,Bangalore,Karnataka,Regular,17,14,1244123.05,2025-08-20 13:56:49.270092,2026-07-27 04:20:06.588065,4,5,5,455,14,3,Loyal Customers
C006467,Maria,West,vmendoza@example.com,Hyderabad,Telangana,Budget,11,17,1345502.85,2025-10-16 20:03:15.697956,2026-08-02 02:20:10.260102,4,5,5,455,14,3,Loyal Customers
C000022,Helen,Smith,pughkelly@example.org,Pune,Maharashtra,Premium,1,13,1044738.5,2025-08-18 23:08:23.393033,2026-08-12 20:13:59.384393,5,5,4,554,14,0,Loyal Customers
C000912,Rebecca,Haynes,andrewgalloway@example.com,Mumbai,Maharashtra,Premium,4,9,803197.6,2025-12-22 01:44:50.846908,2026-08-09 12:52:00.367203,5,2,3,523,10,0,Loyal Customers
C004739,Debra,Bennett,mccoychristian@example.org,Hyderabad,Telangana,Regular,22,9,1051088.1,2025-12-11 07:56:17.085770,2026-07-22 08:15:50.409504,3,2,4,324,9,1,At Risk
C009823,Meagan,Wang,mortonshannon@example.net,Pune,Maharashtra,Regular,36,10,961212.65,2025-08-30 21:14:39.452794,2026-07-08 13:07:57.688776,2,3,4,234,9,1,At Risk
C003597,Jacqueline,Sullivan,harold02@example.org,Bhubaneswar,Odisha,Regular,51,6,400778.05,2025-08-16 00:26:45.328053,2026-06-23 01:31:47.191071,2,1,1,211,4,2,At Risk
C007322,John,Macdonald,jgreen@example.net,Delhi,Delhi,Regular,1,9,604219.45,2025-08-21 13:51:43.411034,2026-08-12 14:16:34.689946,5,2,2,522,9,0,Loyal Customers
C001438,Bradley,Rodriguez,mccarthydylan@example.net,Bhubaneswar,Odisha,Regular,44,11,822700.6,2025-09-18 08:14:30.920709,2026-06-30 19:04:06.350463,2,4,3,243,9,1,At Risk
C002166,Paige,Luna,castilloerik@example.com,Jaipur,Rajasthan,Premium,28,8,961343.3,2025-09-09 15:34:35.888758,2026-07-16 00:48:07.516875,3,2,4,324,9,1,At Risk
C006485,Jeffrey,Dillon,marybrown@example.org,Chennai,Tamil Nadu,Regular,77,6,831019.7,2025-08-14 13:50:36.882368,2026-05-28 02:04:27.626676,1,1,3,113,5,1,At Risk
C008727,Julie,West,taylor81@example.com,Jaipur,Rajasthan,Budget,18,8,749077.2,2025-10-23 08:56:51.106111,2026-07-26 16:51:34.014940,4,2,3,423,9,1,At Risk
C005329,William,Brady,bauerian@example.com,Delhi,Delhi,Regular,8,10,813002.95,2025-09-13 07:15:54.405544,2026-08-05 08:44:20.282602,5,3,3,533,11,0,Loyal Customers
C006697,David,Lawson,weisskylie@example.com,Kolkata,West Bengal,Regular,25,10,831935.5,2025-08-25 18:30:55.674556,2026-07-19 17:32:30.391503,3,3,3,333,9,1,At Risk
